anime_id,anime_title,anime_english_title,anime_japanese_title,anime_synonyms
32869,Kuroko no Basket Movie 1: Winter Cup - Kage to Hikari,Winter Cup Highlights Episode 1 – Winter Cup Highlights -Shadow and Light-,劇場版「黒子のバスケ」ウインターカップ総集編～影と光～,Kuroko's Basketball Movie 1: Winter Cup Highlights - Shadow and Light
10790,Kore wa Zombie Desu ka? of the Dead (Is this A Zombie? of the Dead),Is this A Zombie? of the Dead,これはゾンビですか? OF THE DEAD,"Kore wa Zombie Desu ka? 2, Koreha Zombie Desu ka? Jigokuhen, Kore ha Zombie Desu ka? Jigokuhen, Kore wa Zombie Desu ka? Jigokuhen, Kore wa Zombie Desuka? of the Dead"
35806,"Haikyuu!!: vs ""Akaten""",,"ハイキュー!! VS""赤点""","Haikyuu!! Jump Festa 2015 Special, Haikyuu!! OVA, Haikyuu!! VS Failing Grade"
9288,Heartcatch Precure! Movie: Hana no Miyako de Fashion Show... Desu ka!?,,映画 ハートキャッチプリキュア！花の都でファッションショー・・・ですか！？,Heartcatch Precure! Hana no To de Fashion Show... desuka!?
3327,Giant Gorg,Giant Gorg,巨神ゴーグ〈ジャイアントゴーグ〉,"Kyoshin Gorg, Kyojin Gorg"
32915,Durarara!!x2 Ketsu: Dufufufu!! (Durarara!! x2 Ketsu: Dufufufu!!),Durarara!! x2 Ketsu: Dufufufu!!,デュラララ!!×２ 結　第19.5話「デュフフフ!!」,"Durarara!!x2 Ketsu OVA, Durarara!!x2 Ketsu Special, Durarara!!x2 Ketsu Episode 19.5"
986,Dragon Ball Z Special 1: Tatta Hitori no Saishuu Kessen,"Dragon Ball Z Special 1: Bardock, The Father of Goku",DRAGON BALL Z スペシャル たったひとりの最終決戦~フリーザに挑んだZ戦士孫悟空の父~,"DBZ: A Final Solitary Battle! The Z Warrior Son Goku's Father Challenges Furiza, Dragon Ball Z Special 1: Tatta Hitori no Saishuu Kessen - Freezer ni Idonda Z Senshi Son Gokuu no Chichi"
5177,Denpa-teki na Kanojo,,電波的な彼女,"The Radio Wave-Like Girlfriend, Electromagnetic Girlfriend"
7303,Detective Conan: Black History,,名探偵コナン ブラック ヒストリー 黒の組織と対決の歴史,"Meitantei Conan: Kuro no Soshiki to Taiketsu no Rekishi, Episode 490.1, Case Closed: Black History"
20031,D-Frag!,D-Frag!,ディーふらぐ！,D-Frag!
2213,Black Jack (TV),,ブラックジャック,Black Jack 2004
33513,Ansatsu Kyoushitsu: 365-nichi no Jikan,,劇場版 暗殺教室 365日の時間,Assassination Classroom The Movie: 365 Days
3470,Special A (Special A (S.A)),Special A (S.A),スペシャル・エー,"S.A., Special A Class"
30549,Soukyuu no Fafner: Dead Aggressor - Exodus 2nd Season,,蒼穹のファフナー Dead Aggressor EXODUS,
9930,Snow Halation,,Snow halation,Love Live! School Idol Project: Snow Halation
25801,Shouwa Genroku Rakugo Shinjuu: Yotarou Hourou-hen,,昭和元禄落語心中 与太郎放浪篇,
21755,Shin Tennis no Ouji-sama OVA vs. Genius 10,The Prince of Tennis II OVA vs Genius10,新テニスの王子様 OVA vs Genius10,"New Prince of Tennis OVA vs. Genius10, Shin Tennis no Ouji-sama OVA, New Prince of Tennis OVA vs Genius10"
2787,Shakugan no Shana II (Second) (Shakugan no Shana: Season II),Shakugan no Shana: Season II,灼眼のシャナII –Second–,Shakugan no Shana 2
5507,Senjou no Valkyria (Valkyria Chronicles),Valkyria Chronicles,戦場のヴァルキュリア,Battlefield Valkyria: Gallian Chronicles
9745,Sengoku Basara Movie: The Last Party,Sengoku Basara - Samurai Kings: The Movie,劇場版 戦国BASARA -The Last Party-,Gekijouban Sengoku Basara: The Last Party
10161,No.6 (No. 6),No. 6,NO.6［ナンバー・シックス］,"Number Six, Number 6, No. Six"
24543,Persona 3 the Movie 3: Falling Down,,PERSONA3 THE MOVIE —#3 Falling Down—,
36494,Mekakucity Records,Mekakucity Records,メカクシティレコーズ,"Heat Haze Project, Kagerou Project, Kagerou Daze, Heat Haze Daze, Yobanashi Deceive, Night Talk Deceive, Lost Time Memory, Ayano no Koufuku Riron, Ayano's Theory of Happiness"
1915,Mahou Shoujo Lyrical Nanoha StrikerS,Magical Girl Lyrical Nanoha StrikerS,魔法少女リリカルなのはStrikerS,Nanoha Season 3
10471,Ie Naki Ko Remy Specials,,家なき子レミ,"Ie Naki Ko Rémi Specials, Ienaki Ko Remy Specials, Homeless Child Remi, Remi, Nobody's Girl"
240,Genshiken,Genshiken,げんしけん,The Society for the Study of Modern Visual Culture
1813,Genshiken OVA,,げんしけん OVA,The Society for the Study of Modern Visual Culture OVA
4725,Ga-Rei: Zero (Ga-Rei-Zero),Ga-Rei-Zero,喰霊–零–,Garei: Zero
30778,Fairy Tail Movie 2: Dragon Cry,,劇場版 FAIRY TAIL 『DRAGON CRY』,Gekijouban Fairy Tail: Dragon Cry
2724,Daicon Opening Animations,,DAICONオープニングアニメ,"Daicon, Daikon, Daicon films, Daicon III, Daicon IV"
371,Cardcaptor Sakura Movie 1 (Cardcaptor Sakura The Movie),Cardcaptor Sakura The Movie,劇場版 カードキャプターさくら,"Card Captor Sakura, Cardcaptors: The Movie"
8247,Bleach Movie 4: Jigoku-hen (Bleach the Movie: Hell Verse),Bleach the Movie: Hell Verse,劇場版 BLEACH 地獄篇,Bleach: The Hell Chapter
24151,Ao Haru Ride OVA,,アオハライド OAD,"Ao Haru Ride: Unwritten, Ao Haru Ride: PAGE.13, Ao Haru Ride Episode 13, Ao Haru Ride Prologue, Ao Haru Ride OVA, Blue Spring Ride OVA, Aoharaido OVA"
30413,Yowamushi Pedal Movie,,劇場版 弱虫ペダル,Gekijouban Yowamushi Pedal
12725,Initial D: Project D to the Next Stage - Project D e Mukete,,頭文字D to the Next Stage ～プロジェクトDへ向けて～,Initial D: Project D to the Next Stage - Speculations on Project D
36963,IDOLiSH7 Vibrato,,アイドリッシュセブン Vibrato,"Idolish Seven, IDOLiSH7: YouTube Originals"
24703,High School DxD BorN,High School DxD BorN,ハイスクールD×D BorN,"High School DxD Third Season, High School DxD 3rd Season, Highschool DxD BorN"
5060,Hetalia Axis Powers,Hetalia Axis Powers,ヘタリア Axis Powers,
129,Gensoumaden Saiyuuki (Saiyuki),Saiyuki,幻想魔伝 最遊記,Gensou Maden Saiyuki
32948,Fune wo Amu (The Great Passage),The Great Passage,舟を編む,
32189,Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,Danganronpa 3: The End of Hope's Peak High School - Future Arc,ダンガンロンパ3 -The End of 希望ヶ峰学園- 未来編,Danganronpa 3: The End of Hope's Peak Academy - Future Volume
3090,Aa! Megami-sama!: Tatakau Tsubasa,,ああっ女神さまっ 闘う翼,"Ah! My Goddess: Tatakau Tsubasa, Ah! My Goddess: Fighting wings"
7762,"Yondemasu yo, Azazel-san.",,よんでますよ、アザゼルさん。,
1650,Uchuu Senkan Yamato (Star Blazers: The Quest for Iscandar),Star Blazers: The Quest for Iscandar,宇宙戦艦ヤマト,"Space Battleship Yamato, Space Cruiser Yamato"
25729,Tamayura: Sotsugyou Shashin Part 1 - Kizashi,,たまゆら～卒業写真～ 第1部 芽-きざし-,Tamayura Kanketsu-hen Movie 1
33417,Super Lovers 2,Super Lovers 2,SUPER LOVERS（スーパーラヴァーズ）  2,Super Lovers Second Season
34561,Re:Creators,Re:CREATORS,Re:CREATORS 〈レクリエイターズ〉,
34161,Overlord Movie 1: Fushisha no Ou (Overlord: The Undead King),Overlord: The Undead King,【前編】劇場版総集編 オーバーロード 不死者の王,Gekijouban Overlord
7627,Mitsudomoe,Mitsudomoe,みつどもえ,Three Way Struggle
1606,Kekkaishi,Kekkaishi,結界師,Barrier Master
8532,Katekyo Hitman Reborn! Special,,家庭教師ヒットマンREBORN! ボンゴレファミリー総登場! ボンゴレ式修学旅行、来る!!,
36545,Huyao Xiao Hongniang: Qian Yan (Fox Spirit Matchmaker 5th Season),Fox Spirit Matchmaker 5th Season,狐妖小红娘 千颜,"Fox Spirit Matchmaker 5th Season, Little Foxspirit Matchmaker Season 5, Enmusubi no Youko-chan"
17,Hungry Heart: Wild Striker,,ハングリーハート Wild Striker,
132,GetBackers,Getbackers,ゲットバッカーズ　奪還屋,GetBackers: Dakkan'ya
24765,Gakkougurashi! (School-Live!),School-Live!,がっこうぐらし！,Gakkou Gurashi!
430,Fullmetal Alchemist: The Conqueror of Shamballa,Fullmetal Alchemist: The Movie - Conqueror of Shamballa,劇場版 鋼の錬金術師 シャンバラを征く者,"Gekijyouban Hagane no Renkinjutsushi - Shanbara wo Yuku Mono, Fullmetal Alchemist the Movie: Conqueror of Shamballa, FMA Movie"
33845,Free! Movie 1: Timeless Medley - Kizuna,,劇場版 Free!-Timeless Medley- 絆,
905,Dragon Ball Z Movie 12: Fukkatsu no Fusion!! Gokuu to Vegeta,Dragon Ball Z Movie 12: Fusion Reborn,ドラゴンボールＺ 復活のフュージョン!!悟空とベジータ,"Dragon Ball Z: Revival Fusion, Dragon Ball Z: The Rebirth of Fusion!! Goku and Vegeta"
31580,Ajin (Ajin: Demi-Human),Ajin: Demi-Human,亜人,Ajin
34445,Yuuki Yuuna wa Yuusha de Aru: Yuusha no Shou,Yuki Yuna is a Hero: The Hero Chapter,結城友奈は勇者である -勇者の章-,
11531,UN-GO: Inga-ron (UN-GO: Chapter of Inga),UN-GO: Chapter of Inga,UN-GO episode:0 因果論,UN-GO episode:0 Inga-ron
10033,Toriko,Toriko,トリコ,"Toriko (2011), Toriko (TV), Toriko x One Piece Collabo Special"
36023,Persona 5 the Animation,,PERSONA5 the Animation,
2112,Over Drive,,オーバードライヴ,OverDrive
584,Noein: Mou Hitori no Kimi e (Noein: to your other self),Noein: to your other self,ノエイン もうひとりの君へ,Noein: Toward Another You
1483,Master Keaton,,マスターキートン,Master Keaton: Blood and Bullets
23441,Love Stage!! OVA,,LOVE STAGE!! OAD,
19669,Kuroko no Basket: Baka ja Katenai no yo! (Kuroko's Basketball OVA),Kuroko's Basketball OVA,黒子のバスケ バカじゃ勝てないのよ!,"Kuroko no Basket OVA, Kuroko no Basket OAD, Kuroko's Basketball: A Monkey Can't Win!"
6624,Kara no Kyoukai Remix: Gate of Seventh Heaven,the Garden of sinners Remix -Gate of seventh heaven-,空の境界 Remix -Gate of seventh heaven-,The Garden of Sinners: Gate of Seventh Heaven
3731,Itazura na Kiss (ItaKiss),ItaKiss,イタズラなKiss,"Naughty Kiss, Teasing Kiss, Mischievous Kiss, Itazurana Kiss, It Started With A Kiss"
10935,Hourou Musuko Specials (Wandering Son Specials),Wandering Son Specials,放浪息子,"Hourou Musuko Episode 10, Hourou Musuko Episode 11, The Transient Son Specials"
6372,Higashi no Eden Movie I: The King of Eden,Eden of The East the Movie I: The King of Eden,東のエデン 劇場版I The King of Eden,Higashi no Eden: Gekijouban I The King of Eden
2026,Hayate no Gotoku! (Hayate the Combat Butler),Hayate the Combat Butler,ハヤテのごとく！,Hayate no Gotoku!
1301,Ginga Tetsudou 999 (Movie) (Galaxy Express 999),Galaxy Express 999,銀河鉄道９９９,"Ginga Tetsudo 999, Galaxy Express 999 (Movie), Galaxy Express 999 Movie"
32108,Digimon Adventure tri. 2: Ketsui,Digimon Adventure tri. Determination,デジモンアドベンチャーtri.（トライ）第２章「決意」,Digimon tri. 2
110,Chuuka Ichiban!,,中華一番,Cooking Master Boy
2214,Black Jack 21,,ブラック・ジャック21,BJ21
33506,Ao no Exorcist: Kyoto Fujouou-hen (Blue Exorcist: Kyoto Saga),Blue Exorcist: Kyoto Saga,青の祓魔師 京都不浄王篇,Blue Exorcist: Kyoto Impure King Arc
30868,Ajin Part 1: Shoudou (Ajin: Demi-Human Movie 1: Compel),Ajin: Demi-Human Movie 1: Compel,亜人　第１部「衝動」,
11319,Zero no Tsukaima F (The Familiar of Zero F),The Familiar of Zero F,ゼロの使い魔F,"Zero no Tsukaima Final Series, Zero's Familiar Final Series, Zero no Tsukaima S4"
1830,Utawarerumono Specials,,うたわれるもの,"The One Being Sung Specials, Utawarerumono Q&A, Utawarerumono Questions Answered, Utawarerumono: Naze Nani Utawarerumono"
33082,Kingsglaive: Final Fantasy XV,Kingsglaive: Final Fantasy XV,KINGSGLAIVE FINAL FANTASY XV,
617,Juubee Ninpuuchou (Ninja Scroll),Ninja Scroll,獣兵衛忍風帖,"Wind Ninja Chronicles, Juubei Ninpucho"
2012,Jigoku Sensei Nube,,地獄先生ぬ～べ～,Hell Teacher Nube
21327,Isshuukan Friends. (One Week Friends),One Week Friends,一週間フレンズ。,
23251,Gugure! Kokkuri-san,GUGURE! KOKKURI-SAN,繰繰れ！コックリさん,GuguKoku
7661,Giant Killing,Giant Killing,ジャイアントキリング,
1395,Future GPX Cyber Formula Sin,,新世紀ＧＰＸサイバーフォーミュラＳＩＮ,Shinseki-GPX Cyber Formula Sin
11359,Dragon Ball Kai: Mirai ni Heiwa wo! Goku no Tamashii yo Eien ni,Dragon Ball Z Kai: Bring Peace to the Future! Goku's Spirit is Eternal,ドラゴンボール改 未来に平和を！悟空の魂よ永遠に,"Dragon Ball Kai Episode 98, Dragon Ball Z Kai Episode 98"
25341,Diamond no Ace OVA,,ダイヤのA[エース] OAD,"Daiya no Ace OVA, Ace of Diamond OVA, Ace of the Diamond OVA"
6152,Final Fantasy VII: Advent Children - Venice Film Festival Footage,Final Fantasy VII: Advent Children - Venice Film Festival Footage,FINAL FANTASY VII ADVENT CHILDREN ヴェネチア映画祭版,Final Fantasy 7: Advent Children Special Edition
1946,Ashita no Nadja (Tomorrow's Nadja),Tomorrow's Nadja,明日のナージャ,
67,Basilisk: Kouga Ninpou Chou (Basilisk),Basilisk,バジリスク 甲賀忍法帖,Basilisk: Koga Nimpo Cho
880,Aa! Megami-sama!: Sorezore no Tsubasa,Ah! My Goddess: Flights of Fancy,ああっ女神さまっ　それぞれの翼,Ah! My Goddess: Sorezore no Tsubasa
1840,Zero no Tsukaima: Futatsuki no Kishi,The Familiar of Zero: Knight of the Twin Moons,ゼロの使い魔 ～双月の騎士～,"Zero's Familiar 2nd Series, Zero no Tsukaima S2, The Familiar of Zero: The Rider of the Twin Moons"
10495,Yuru Yuri (YuruYuri: Happy Go Lily),YuruYuri: Happy Go Lily,ゆるゆり,YRYR
2202,Waga Seishun no Arcadia,,わが青春のアルカディア,"Arcadia of My Youth, Harlock Movie 2, My Youth in Arcadia, Albator 84"
29854,Ushio to Tora (TV) (Ushio and Tora),Ushio and Tora,うしおととら,Ushio & Tora
10573,Tennis no Ouji-sama: Another Story II - Ano Toki no Bokura,,テニスの王子様 OVA ANOTHER STORYⅡ～アノトキノボクラ,"Tennis no Ouji-sama OVA Another Story II: Ano Toki no Bokura, The Prince of Tennis OVA Another Story II: Ano Toki no Bokura"
10716,Towa no Quon 5: Souzetsu no Raifuku,Towanoquon: The Return of the Invincible,トワノクオン 第５章 双絶の来復,
14289,"Sukitte Ii na yo. (Say ""I Love You"".)","Say ""I Love You"".",好きっていいなよ。,"Suki-tte Ii na yo., Sukinayo"
9751,Strike Witches Movie (Strike Witches The Movie),Strike Witches The Movie,劇場版 ストライクウィッチーズ,
23321,Log Horizon 2nd Season (Log Horizon 2),Log Horizon 2,ログ・ホライズン 第2シリーズ,"Log Horizon Second Season, Log Horizon Dai 2 Series"
3199,Nanatsu no Umi no Tico (Tico and Friends),Tico and Friends,七つの海のティコ,"Sekai Meisaku Gekijou, Tico and Nanami"
6793,Kuroshitsuji Special (Black Butler Special),Black Butler Special,黒執事,Kuroshitsuji OVA
3466,Kino no Tabi: The Beautiful World - Tou no Kuni,Kino's Journey: Tower Country,キノの旅 -the Beautiful World- 塔の国,"Kino no Tabi: Tower Country/Free Lance, Kino's Travels, Kino no Tabi Episode 00"
1087,Kimagure Orange☆Road,,きまぐれオレンジ☆ロード,"Kimagure Orange Road TV, Capricious Orange Road"
5231,Inazuma Eleven,,イナズマイレブン,
914,Ike! Ina-chuu Takkyuubu (The Ping-Pong Club),The Ping-Pong Club,行け! 稲中卓球部,Go! Ina Junior High Ping-Pong Club
33209,Huyao Xiao Hongniang: Wangquan Fugui,,狐妖小红娘 王权富贵,"Fox Spirit Matchmaker Season 2, Little Fox Spirit Matchmaker Di Er Ji, Enmusubi no Youko-chan"
17729,Grisaia no Kajitsu (The Fruit of Grisaia),The Fruit of Grisaia,グリザイアの果実,Le Fruit de la Grisaia
32827,B: The Beginning,,B: The Beginning,
7647,Arakawa Under the Bridge,Arakawa Under the Bridge,荒川アンダー ザ ブリッジ,
4416,Yuusha-Ou GaoGaiGar Final Grand Glorious Gathering,King of Braves GaoGaiGar Final Grand Glorious Gathering,勇者王ガオガイガーFINAL Grand Glorious Gathering,"Yuusha Ou GaoGaiGar Final Grand Glorious Gathering, Yuusha-Oh GaoGaiGar Final Grand Glorious Gathering"
24405,World Trigger,,ワールドトリガー,World Trigger
22583,Uchuu Kyoudai: Number Zero,,宇宙兄弟#0[ナンバー・ゼロ],"Uchuu Kyoudai: Nanba Zero, Space Brothers # 0"
969,Tsubasa Chronicle 2nd Season,Tsubasa RESERVoir CHRoNiCLE Season Two,ツバサ・クロニクル 第2シリーズ,"Tsubasa Chronicles - Second Season, Tsubasa: RESERVoir CHRoNiCLE"
23701,Toradora! OVA,,とらドラ・ポータブル!,"Toradora! Portable, Toradora! Recap"
18139,Tonari no Seki-kun (Tonari no Seki-kun: The Master of Killing Time),Tonari no Seki-kun: The Master of Killing Time,となりの関くん,My Neighbor Seki
1557,Shounen Onmyouji (Shonen Onmyoji),Shonen Onmyoji,少年陰陽師,"The Young Spirit Master, Teenager Onmyoji, Shonen Onmyouji"
23775,Shingeki no Kyojin Movie 1: Guren no Yumiya,Attack on Titan: Crimson Bow and Arrow,劇場版「進撃の巨人」前編～紅蓮の弓矢～,
6773,Shakugan no Shana III (Final) (Shakugan no Shana: Season III),Shakugan no Shana: Season III,灼眼のシャナIII –Final–,"Shakugan no Shana Third, Shakugan no Shana 3"
6634,Sengoku Basara Two (Sengoku Basara: Samurai Kings 2),Sengoku Basara: Samurai Kings 2,戦国BASARA 弐,"Sengoku Basara Ni, Sengoku Basara 2"
8675,Seitokai Yakuindomo,,生徒会役員共,SYD
32542,Sakamoto desu ga? (Haven't You Heard? I'm Sakamoto),Haven't You Heard? I'm Sakamoto,坂本ですが？,Sakamoto desu ga?
6172,Layton Kyouju to Eien no Utahime,Professor Layton and the Eternal Diva,レイトン教授と永遠の歌姫,"Professor Layton and the Eternal Songstress, Professor Layton: The First Movie"
9136,Kuroshitsuji II Specials (Black Butler II Specials),Black Butler II Specials,黒執事II: シエル・イン・ワンダーランド,"Ciel in Wonderland, Welcome to the Phantomhive Family"
34984,Koi wa Ameagari no You ni (After the Rain),After the Rain,恋は雨上がりのように,"Koi wa Amaagari no You ni, Love is Like after the Rain"
14467,K,K,K,"K-Project, K -eine weitere Geschichte-"
36220,Itsudatte Bokura no Koi wa 10 cm Datta.,Our love has always been 10 centimeters apart.,いつだって僕らの恋は10センチだった。,
10568,Kamisama no Memochou (Heaven's Memo Pad),Heaven's Memo Pad,神様のメモ帳,"It's the Only NEET Thing to Do, Kami-sama no Memo-chou, Kami-sama no Memo-chou, God's Notebook, Notebook of God"
1567,Kaitou Saint Tail (Mysterious Thief Saint Tail),Mysterious Thief Saint Tail,怪盗セイント・テール,
821,Initial D Battle Stage,,頭文字〈イニシャル〉D BATTLE STAGE,
24781,Imawa no Kuni no Alice (OVA),,今際の国のアリス,Alice in Borderland
34281,High School DxD Hero,,ハイスクールDxD HERO,
32215,High School DxD BorN: Yomigaeranai Fushichou,,ハイスクールD×D BorN OVA 蘇らない不死鳥,"High School DxD BorN OVA, High School DxD BorN Episode 13, Highschool DxD BorN OVA"
26023,Haiyore! Nyaruko-san F,,這いよれ！ニャル子さんF,
1393,Future GPX Cyber Formula Zero,,新世紀ＧＰＸサイバーフォーミュラＺＥＲＯ,Shinseki-GPX Cyber Formula Zero
7902,Fullmetal Alchemist: Brotherhood - 4-Koma Theater,Fullmetal Alchemist: Brotherhood: 4-Koma Theater,荒川弘 描き下ろし4コマ劇場,"Hagane no Renkinjutsushi: 4-Koma Theater, Hiromu Arakawa 4-Koma Theater, FMA: 4-Koma Theater"
35198,Free!: Take Your Marks (Free! -Take Your Marks-),Free! -Take Your Marks-,特別版 Free!-Take Your Marks-,
455,Fantastic Children,Fantastic Children,ファンタジックチルドレン,
2673,Doraemon Movie 27: Nobita no Shin Makai Daibouken - 7-nin no Mahoutsukai,Doraemon the Movie: Nobita's New Great Adventure into the Underworld,映画 ドラえもん のび太の新魔界大冒険～7人の魔法使い～,"Nobita's New Adventure into the Magic Planet, Doraemon: Nobita's New Great Adventure into the Underworld - The Seven Magic Users"
32365,Boruto: Naruto the Movie - Naruto ga Hokage ni Natta Hi,,BORUTO -NARUTO THE MOVIE- ナルトが火影になった日,Boruto: Naruto the Movie - The Day Naruto Became the Hokage
8331,Detective Conan Magic File 4: Osaka Okonomiyaki Odyssey,,名探偵コナンMAGIC FILE 4 ～大阪お好み焼きオデッセイ～,Meitantei Conan: Osaka Okonomiyaki Odyssey
1488,Area 88,,エリア88,Area 88 OVA
11433,Ano Natsu de Matteru (Waiting in the Summer),Waiting in the Summer,あの夏で待ってる,
857,Air Gear,Air Gear,エア・ギア,
16005,Zettai Karen Children: The Unlimited - Hyoubu Kyousuke,Unlimited Psychic Squad,絶対可憐チルドレン THE UNLIMITED 兵部京介,The Unlimited Hyobu Kyosuke
